country_year;LOCATION;Country;SUBJECT;Subject;MEASURE;Measure;TIME;Time;Unit Code;Unit;PowerCode Code;PowerCode;Reference Period Code;Reference Period;Value;Flag Codes;Flags;year_min1;Value_min1
Mexico2009Annual growth/changeGDP per hour worked, constant prices ;MEX;Mexico;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2009;2009;PC;Percentage;0;Units;;;-0.020229;;;2008;-3.299295
Mexico2010Annual growth/changeGDP per hour worked, constant prices ;MEX;Mexico;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2010;2010;PC;Percentage;0;Units;;;-4.976184;B;Break;2009;-0.020229
Mexico2011Annual growth/changeGDP per hour worked, constant prices ;MEX;Mexico;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2011;2011;PC;Percentage;0;Units;;;2.805566;;;2010;-4.976184
Mexico2012Annual growth/changeGDP per hour worked, constant prices ;MEX;Mexico;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2012;2012;PC;Percentage;0;Units;;;0.374983;;;2011;2.805566
Mexico2013Annual growth/changeGDP per hour worked, constant prices ;MEX;Mexico;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2013;2013;PC;Percentage;0;Units;;;-0.478572;;;2012;0.374983
Mexico2014Annual growth/changeGDP per hour worked, constant prices ;MEX;Mexico;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2014;2014;PC;Percentage;0;Units;;;2.508997;E;Estimated value;2013;-0.478572
Mexico2015Annual growth/changeGDP per hour worked, constant prices ;MEX;Mexico;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2015;2015;PC;Percentage;0;Units;;;0.564599;E;Estimated value;2014;2.508997
Mexico2016Annual growth/changeGDP per hour worked, constant prices ;MEX;Mexico;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2016;2016;PC;Percentage;0;Units;;;0.677608;E;Estimated value;2015;0.564599
Mexico2017Annual growth/changeGDP per hour worked, constant prices ;MEX;Mexico;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2017;2017;PC;Percentage;0;Units;;;0.521258;E;Estimated value;2016;0.677608
Russia1996Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;1996;1996;PC;Percentage;0;Units;;;-3.467459;;;1995;#N/A
Russia1997Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;1997;1997;PC;Percentage;0;Units;;;1.548904;;;1996;-3.467459
Russia1998Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;1998;1998;PC;Percentage;0;Units;;;-5.188085;;;1997;1.548904
Russia1999Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;1999;1999;PC;Percentage;0;Units;;;6.680525;;;1998;-5.188085
Russia2000Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2000;2000;PC;Percentage;0;Units;;;10.509503;;;1999;6.680525
Russia2001Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2001;2001;PC;Percentage;0;Units;;;5.537756;;;2000;10.509503
Russia2002Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2002;2002;PC;Percentage;0;Units;;;5.226736;;;2001;5.537756
Russia2003Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2003;2003;PC;Percentage;0;Units;;;7.783842;;;2002;5.226736
Russia2004Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2004;2004;PC;Percentage;0;Units;;;7.608396;;;2003;7.783842
Russia2005Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2005;2005;PC;Percentage;0;Units;;;6.782743;;;2004;7.608396
Russia2006Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2006;2006;PC;Percentage;0;Units;;;8.50815;;;2005;6.782743
Russia2007Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2007;2007;PC;Percentage;0;Units;;;8.720928;;;2006;8.50815
Russia2008Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2008;2008;PC;Percentage;0;Units;;;5.294214;;;2007;8.720928
Russia2009Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2009;2009;PC;Percentage;0;Units;;;-7.848632;;;2008;5.294214
Russia2010Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2010;2010;PC;Percentage;0;Units;;;4.456818;;;2009;-7.848632
Russia2011Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2011;2011;PC;Percentage;0;Units;;;4.182901;;;2010;4.456818
Russia2012Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2012;2012;PC;Percentage;0;Units;;;3.481593;;;2011;4.182901
Russia2013Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2013;2013;PC;Percentage;0;Units;;;1.568828;;;2012;3.481593
Russia2014Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2014;2014;PC;Percentage;0;Units;;;-1.042962;;;2013;1.568828
Russia2015Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2015;2015;PC;Percentage;0;Units;;;-3.037568;;;2014;-1.042962
Russia2016Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2016;2016;PC;Percentage;0;Units;;;-0.407585;;;2015;-3.037568
Russia2017Annual growth/changeGDP per capita, constant prices ;RUS;Russia;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2017;2017;PC;Percentage;0;Units;;;1.514009;E;Estimated value;2016;-0.407585
Switzerland1971Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1971;1971;PC;Percentage;0;Units;;;0.051457;;;1970;#N/A
Switzerland1972Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1972;1972;PC;Percentage;0;Units;;;-0.72566;;;1971;0.051457
Switzerland1973Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1973;1973;PC;Percentage;0;Units;;;-0.999853;;;1972;-0.72566
Switzerland1974Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1974;1974;PC;Percentage;0;Units;;;-1.855886;;;1973;-0.999853
Switzerland1975Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1975;1975;PC;Percentage;0;Units;;;-4.383396;;;1974;-1.855886
Switzerland1976Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1976;1976;PC;Percentage;0;Units;;;-1.99671;;;1975;-4.383396
Switzerland1977Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1977;1977;PC;Percentage;0;Units;;;-0.713271;;;1976;-1.99671
Switzerland1978Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1978;1978;PC;Percentage;0;Units;;;-0.040713;;;1977;-0.713271
Switzerland1979Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1979;1979;PC;Percentage;0;Units;;;0.0886;;;1978;-0.040713
Switzerland1980Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1980;1980;PC;Percentage;0;Units;;;0.945894;;;1979;0.0886
Switzerland1981Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1981;1981;PC;Percentage;0;Units;;;0.568019;;;1980;0.945894
Switzerland1982Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1982;1982;PC;Percentage;0;Units;;;-0.705451;;;1981;0.568019
Switzerland1983Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1983;1983;PC;Percentage;0;Units;;;-1.049033;;;1982;-0.705451
Switzerland1984Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1984;1984;PC;Percentage;0;Units;;;-0.466216;;;1983;-1.049033
Switzerland1985Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1985;1985;PC;Percentage;0;Units;;;1.206556;;;1984;-0.466216
Switzerland1986Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1986;1986;PC;Percentage;0;Units;;;1.158872;;;1985;1.206556
Switzerland1987Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1987;1987;PC;Percentage;0;Units;;;1.675895;;;1986;1.158872
Switzerland1988Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1988;1988;PC;Percentage;0;Units;;;1.764545;;;1987;1.675895
Switzerland1989Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1989;1989;PC;Percentage;0;Units;;;1.015164;;;1988;1.764545
Switzerland1990Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1990;1990;PC;Percentage;0;Units;;;1.488402;;;1989;1.015164
Switzerland1991Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1991;1991;PC;Percentage;0;Units;;;0.44263;B;Break;1990;1.488402
Switzerland1992Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1992;1992;PC;Percentage;0;Units;;;-1.819713;;;1991;0.44263
Switzerland1993Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1993;1993;PC;Percentage;0;Units;;;-1.680274;;;1992;-1.819713
Switzerland1994Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1994;1994;PC;Percentage;0;Units;;;-0.120455;;;1993;-1.680274
Switzerland1995Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1995;1995;PC;Percentage;0;Units;;;-2.095818;;;1994;-0.120455
Switzerland1996Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1996;1996;PC;Percentage;0;Units;;;-2.119206;;;1995;-2.095818
Switzerland1997Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1997;1997;PC;Percentage;0;Units;;;-0.975427;;;1996;-2.119206
Switzerland1998Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1998;1998;PC;Percentage;0;Units;;;1.524208;;;1997;-0.975427
Switzerland1999Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;1999;1999;PC;Percentage;0;Units;;;1.560148;;;1998;1.524208
Switzerland2000Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2000;2000;PC;Percentage;0;Units;;;0.156026;;;1999;1.560148
Switzerland2001Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2001;2001;PC;Percentage;0;Units;;;-1.130603;;;2000;0.156026
Switzerland2002Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2002;2002;PC;Percentage;0;Units;;;-1.307607;;;2001;-1.130603
Switzerland2003Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2003;2003;PC;Percentage;0;Units;;;-0.292912;;;2002;-1.307607
Switzerland2004Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2004;2004;PC;Percentage;0;Units;;;1.416557;;;2003;-0.292912
Switzerland2005Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2005;2005;PC;Percentage;0;Units;;;-0.154801;;;2004;1.416557
Switzerland2006Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2006;2006;PC;Percentage;0;Units;;;0.952083;;;2005;-0.154801
Switzerland2007Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2007;2007;PC;Percentage;0;Units;;;1.095089;;;2006;0.952083
Switzerland2008Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2008;2008;PC;Percentage;0;Units;;;0.603954;;;2007;1.095089
Switzerland2009Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2009;2009;PC;Percentage;0;Units;;;-1.270678;;;2008;0.603954
Switzerland2010Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2010;2010;PC;Percentage;0;Units;;;-0.647361;;;2009;-1.270678
Switzerland2011Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2011;2011;PC;Percentage;0;Units;;;1.498191;;;2010;-0.647361
Switzerland2012Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2012;2012;PC;Percentage;0;Units;;;-0.326081;;;2011;1.498191
Switzerland2013Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2013;2013;PC;Percentage;0;Units;;;-1.164792;;;2012;-0.326081
Switzerland2014Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2014;2014;PC;Percentage;0;Units;;;0.15848;;;2013;-1.164792
Switzerland2015Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2015;2015;PC;Percentage;0;Units;;;1.264331;;;2014;0.15848
Switzerland2016Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2016;2016;PC;Percentage;0;Units;;;0.336069;;;2015;1.264331
Switzerland2017Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2017;2017;PC;Percentage;0;Units;;;-1.321897;;;2016;0.336069
Switzerland2018Annual growth/changeLabour utilisation (=hours worked per head of population);CHE;Switzerland;T_HRSPOP;Labour utilisation (=hours worked per head of population);GRW;Annual growth/change;2018;2018;PC;Percentage;0;Units;;;-0.576444;;;2017;-1.321897
